Log_ID,Equipment_ID,Base_ID,Service_Date,Service_Type,Technician_Rank,Labor_Hours,Parts_Replaced,Cost_INR,Downtime_Days
ML-7904,EQ-1972,B07,2026-02-04,Emergency Repair,Subedar Tech,6,"Alternator, Belt Drive",12114,5
ML-7905,EQ-1973,B07,2026-06-26,Routine Preventive,Naik Mech,12,"Oil Filter, Gaskets",24719,1
ML-7906,EQ-1973,B07,2026-05-18,Corrective Repair,Sergeant,8,"Injector Nozzle, Fuel Filter",26309,5
ML-7907,EQ-1973,B07,2026-04-02,Routine Preventive,Havildar Tech,24,"Injector Nozzle, Fuel Filter",27209,1
ML-7908,EQ-1973,B07,2026-02-06,Routine Preventive,Subedar Tech,6,"Radiator Core, Coolant",22508,1
ML-7909,EQ-1974,B02,2026-05-20,Routine Preventive,Sergeant,6,"Brake Pads, Hydraulic Line",56384,1
ML-7910,EQ-1974,B02,2026-02-18,Oil & Filter Overhaul,Naik Mech,48,"Injector Nozzle, Fuel Filter",50348,1
ML-7911,EQ-1975,B04,2026-06-18,Emergency Repair,Warrant Officer,24,"Alternator, Belt Drive",15157,5
ML-7912,EQ-1975,B04,2026-04-06,Oil & Filter Overhaul,Subedar Tech,12,"Injector Nozzle, Fuel Filter",10790,1
ML-7913,EQ-1975,B04,2026-02-12,Pre-Mission Inspection,Subedar Tech,12,"Sensors, Wiring Harness",13587,1
ML-7914,EQ-1975,B04,2025-12-09,Pre-Mission Inspection,Subedar Tech,24,"Oil Filter, Gaskets",12151,1
ML-7915,EQ-1976,B02,2026-05-21,Emergency Repair,Naik Mech,24,"Injector Nozzle, Fuel Filter",49443,3
ML-7916,EQ-1976,B02,2026-02-11,Emergency Repair,Havildar Tech,48,"Injector Nozzle, Fuel Filter",65135,3
ML-7917,EQ-1977,B03,2026-06-12,Pre-Mission Inspection,Naik Mech,24,"Tire Assembly, Hub Bearing",15834,1
ML-7918,EQ-1977,B03,2026-04-17,Routine Preventive,Naik Mech,16,"Alternator, Belt Drive",17306,1
ML-7919,EQ-1977,B03,2026-02-04,Routine Preventive,Sergeant,16,"Radiator Core, Coolant",15271,1
ML-7920,EQ-1977,B03,2025-12-13,Routine Preventive,Naik Mech,8,"Sensors, Wiring Harness",14898,1
ML-7921,EQ-1978,B05,2026-06-17,Routine Preventive,Naik Mech,16,"Oil Filter, Gaskets",14967,1
ML-7922,EQ-1978,B05,2026-04-20,Emergency Repair,Naik Mech,4,"Brake Pads, Hydraulic Line",17021,1
ML-7923,EQ-1978,B05,2026-02-08,Routine Preventive,Naik Mech,6,"Oil Filter, Gaskets",15880,1
ML-7924,EQ-1978,B05,2025-12-19,Corrective Repair,Havildar Tech,8,"Injector Nozzle, Fuel Filter",14612,2
ML-7925,EQ-1979,B02,2026-06-13,Routine Preventive,Warrant Officer,48,"Starter Motor, Battery",100505,1
ML-7926,EQ-1979,B02,2026-04-10,Routine Preventive,Havildar Tech,12,"Oil Filter, Gaskets",101964,1
ML-7927,EQ-1979,B02,2026-02-21,Emergency Repair,Warrant Officer,24,"Brake Pads, Hydraulic Line",102925,3
ML-7928,EQ-1979,B02,2025-12-20,Oil & Filter Overhaul,Sergeant,6,"Alternator, Belt Drive",110623,1
ML-7929,EQ-1980,B02,2026-06-08,Pre-Mission Inspection,Naik Mech,6,"Oil Filter, Gaskets",29771,1
ML-7930,EQ-1980,B02,2026-03-17,Corrective Repair,Naik Mech,16,"Brake Pads, Hydraulic Line",40626,2
ML-7931,EQ-1980,B02,2026-01-07,Routine Preventive,Subedar Tech,24,"Oil Filter, Gaskets",36014,1
ML-7932,EQ-1981,B07,2026-05-27,Corrective Repair,Sergeant,8,"Alternator, Belt Drive",37638,2
ML-7933,EQ-1981,B07,2026-03-21,Routine Preventive,Havildar Tech,12,"Oil Filter, Gaskets",45553,1
ML-7934,EQ-1982,B03,2026-07-08,Emergency Repair,Subedar Tech,8,"Brake Pads, Hydraulic Line",28515,2
ML-7935,EQ-1982,B03,2026-05-05,Oil & Filter Overhaul,Naik Mech,8,"Oil Filter, Gaskets",31714,1
ML-7936,EQ-1983,B01,2026-07-09,Routine Preventive,Warrant Officer,24,"Starter Motor, Battery",27780,1
ML-7937,EQ-1983,B01,2026-05-13,Oil & Filter Overhaul,Sergeant,8,"Oil Filter, Gaskets",23998,1
ML-7938,EQ-1984,B02,2026-05-13,Oil & Filter Overhaul,Havildar Tech,4,"Oil Filter, Gaskets",54901,1
ML-7939,EQ-1984,B02,2026-02-19,Routine Preventive,Havildar Tech,12,"Radiator Core, Coolant",48795,1
ML-7940,EQ-1985,B05,2026-07-07,Routine Preventive,Warrant Officer,48,"Alternator, Belt Drive",22558,1
ML-7941,EQ-1985,B05,2026-05-06,Pre-Mission Inspection,Havildar Tech,24,"Alternator, Belt Drive",20733,1
ML-7942,EQ-1985,B05,2026-04-03,Pre-Mission Inspection,Havildar Tech,24,"Brake Pads, Hydraulic Line",27559,1
ML-7943,EQ-1985,B05,2026-02-21,Oil & Filter Overhaul,Warrant Officer,48,"Alternator, Belt Drive",21717,1
ML-7944,EQ-1986,B04,2026-07-08,Pre-Mission Inspection,Havildar Tech,6,"Starter Motor, Battery",22101,1
ML-7945,EQ-1986,B04,2026-05-17,Oil & Filter Overhaul,Warrant Officer,8,"Starter Motor, Battery",29692,1
ML-7946,EQ-1986,B04,2026-03-25,Corrective Repair,Subedar Tech,12,"Tire Assembly, Hub Bearing",31936,2
ML-7947,EQ-1987,B05,2026-06-09,Corrective Repair,Subedar Tech,24,"Oil Filter, Gaskets",16755,1
ML-7948,EQ-1987,B05,2026-04-06,Emergency Repair,Naik Mech,16,"Sensors, Wiring Harness",12293,7
ML-7949,EQ-1987,B05,2026-02-08,Pre-Mission Inspection,Subedar Tech,12,"Alternator, Belt Drive",12744,1
ML-7950,EQ-1988,B02,2026-07-02,Corrective Repair,Havildar Tech,4,"Sensors, Wiring Harness",31710,1
ML-7951,EQ-1988,B02,2026-05-12,Routine Preventive,Havildar Tech,6,"Alternator, Belt Drive",25998,1
ML-7952,EQ-1989,B02,2026-05-29,Oil & Filter Overhaul,Naik Mech,24,"Brake Pads, Hydraulic Line",35689,1
ML-7953,EQ-1989,B02,2026-03-18,Routine Preventive,Havildar Tech,6,"Brake Pads, Hydraulic Line",45192,1
ML-7954,EQ-1989,B02,2025-12-27,Oil & Filter Overhaul,Sergeant,16,"Alternator, Belt Drive",35249,1
ML-7955,EQ-1990,B02,2026-06-27,Corrective Repair,Subedar Tech,16,"Tire Assembly, Hub Bearing",24205,5
ML-7956,EQ-1990,B02,2026-05-19,Oil & Filter Overhaul,Sergeant,24,"Tire Assembly, Hub Bearing",24666,1
ML-7957,EQ-1990,B02,2026-04-07,Routine Preventive,Warrant Officer,48,"Oil Filter, Gaskets",25153,1
ML-7958,EQ-1991,B02,2026-06-24,Oil & Filter Overhaul,Warrant Officer,4,"Injector Nozzle, Fuel Filter",15603,1
ML-7959,EQ-1991,B02,2026-04-16,Pre-Mission Inspection,Warrant Officer,6,"Tire Assembly, Hub Bearing",16840,1
ML-7960,EQ-1992,B08,2026-06-15,Routine Preventive,Sergeant,48,"Injector Nozzle, Fuel Filter",14799,1
ML-7961,EQ-1992,B08,2026-04-10,Emergency Repair,Subedar Tech,24,"Oil Filter, Gaskets",14734,1
ML-7962,EQ-1992,B08,2026-02-11,Emergency Repair,Havildar Tech,48,"Alternator, Belt Drive",11157,3
ML-7963,EQ-1993,B04,2026-06-21,Routine Preventive,Subedar Tech,4,"Sensors, Wiring Harness",16987,1
ML-7964,EQ-1993,B04,2026-04-06,Routine Preventive,Warrant Officer,6,"Radiator Core, Coolant",14392,1
ML-7965,EQ-1994,B04,2026-07-17,Routine Preventive,Subedar Tech,16,"Sensors, Wiring Harness",76759,1
ML-7966,EQ-1994,B04,2026-06-06,Pre-Mission Inspection,Sergeant,16,"Radiator Core, Coolant",65256,1
ML-7967,EQ-1995,B02,2026-05-26,Routine Preventive,Havildar Tech,12,"Alternator, Belt Drive",37026,1
ML-7968,EQ-1995,B02,2026-03-15,Pre-Mission Inspection,Havildar Tech,16,"Alternator, Belt Drive",39869,1
ML-7969,EQ-1995,B02,2025-12-31,Pre-Mission Inspection,Havildar Tech,8,"Starter Motor, Battery",28983,1
ML-7970,EQ-1996,B08,2026-05-25,Corrective Repair,Havildar Tech,8,"Brake Pads, Hydraulic Line",64738,1
ML-7971,EQ-1996,B08,2026-02-22,Corrective Repair,Naik Mech,6,"Sensors, Wiring Harness",54010,5
ML-7972,EQ-1996,B08,2025-11-17,Pre-Mission Inspection,Havildar Tech,8,"Brake Pads, Hydraulic Line",62935,1
ML-7973,EQ-1997,B07,2026-06-10,Oil & Filter Overhaul,Warrant Officer,12,"Radiator Core, Coolant",15593,1
ML-7974,EQ-1997,B07,2026-04-18,Pre-Mission Inspection,Subedar Tech,48,"Alternator, Belt Drive",13965,1
ML-7975,EQ-1998,B05,2026-07-19,Oil & Filter Overhaul,Naik Mech,16,"Sensors, Wiring Harness",73881,1
ML-7976,EQ-1998,B05,2026-06-18,Oil & Filter Overhaul,Sergeant,12,"Tire Assembly, Hub Bearing",79520,1
ML-7977,EQ-1998,B05,2026-05-07,Corrective Repair,Sergeant,6,"Oil Filter, Gaskets",73724,3
ML-7978,EQ-1998,B05,2026-04-17,Pre-Mission Inspection,Subedar Tech,4,"Oil Filter, Gaskets",53997,1
ML-7979,EQ-1999,B05,2026-05-18,Emergency Repair,Havildar Tech,16,"Alternator, Belt Drive",49609,3
ML-7980,EQ-1999,B05,2026-02-20,Routine Preventive,Subedar Tech,24,"Injector Nozzle, Fuel Filter",59887,1
ML-7981,EQ-1999,B05,2025-11-25,Emergency Repair,Naik Mech,6,"Oil Filter, Gaskets",54293,2
ML-7982,EQ-2000,B02,2026-05-23,Routine Preventive,Naik Mech,48,"Sensors, Wiring Harness",53497,1
ML-7983,EQ-2000,B02,2026-02-18,Routine Preventive,Sergeant,24,"Starter Motor, Battery",66814,1
ML-7984,EQ-2000,B02,2025-11-15,Corrective Repair,Warrant Officer,4,"Alternator, Belt Drive",48505,5
ML-7985,EQ-2000,B02,2025-08-27,Pre-Mission Inspection,Naik Mech,24,"Oil Filter, Gaskets",58355,1
ML-7986,EQ-2001,B01,2026-05-11,Oil & Filter Overhaul,Subedar Tech,8,"Radiator Core, Coolant",50765,1
ML-7987,EQ-2001,B01,2026-02-05,Pre-Mission Inspection,Havildar Tech,6,"Alternator, Belt Drive",64180,1
ML-7988,EQ-2001,B01,2025-11-07,Corrective Repair,Subedar Tech,48,"Alternator, Belt Drive",49533,1
ML-7989,EQ-2002,B01,2026-06-24,Oil & Filter Overhaul,Havildar Tech,6,"Sensors, Wiring Harness",13818,1
ML-7990,EQ-2002,B01,2026-04-12,Routine Preventive,Warrant Officer,48,"Sensors, Wiring Harness",11577,1
ML-7991,EQ-2002,B01,2026-02-10,Routine Preventive,Subedar Tech,4,"Radiator Core, Coolant",12559,1
ML-7992,EQ-2002,B01,2025-12-17,Corrective Repair,Havildar Tech,12,"Sensors, Wiring Harness",16227,5
ML-7993,EQ-2003,B08,2026-06-28,Emergency Repair,Havildar Tech,6,"Tire Assembly, Hub Bearing",27095,2
ML-7994,EQ-2003,B08,2026-05-14,Pre-Mission Inspection,Sergeant,16,"Alternator, Belt Drive",27609,1
ML-7995,EQ-2003,B08,2026-03-22,Pre-Mission Inspection,Subedar Tech,16,"Alternator, Belt Drive",32200,1
ML-7996,EQ-2003,B08,2026-02-22,Pre-Mission Inspection,Sergeant,24,"Radiator Core, Coolant",25470,1
ML-7997,EQ-2004,B01,2026-06-24,Emergency Repair,Havildar Tech,8,"Alternator, Belt Drive",27506,1
ML-7998,EQ-2004,B01,2026-05-09,Pre-Mission Inspection,Subedar Tech,48,"Tire Assembly, Hub Bearing",28160,1
ML-7999,EQ-2004,B01,2026-04-09,Emergency Repair,Warrant Officer,24,"Alternator, Belt Drive",22049,1
ML-8000,EQ-2005,B05,2026-07-01,Corrective Repair,Havildar Tech,12,"Oil Filter, Gaskets",29653,5
ML-8001,EQ-2005,B05,2026-05-22,Emergency Repair,Sergeant,8,"Oil Filter, Gaskets",23324,7
ML-8002,EQ-2006,B01,2026-07-08,Oil & Filter Overhaul,Subedar Tech,12,"Brake Pads, Hydraulic Line",25982,1
ML-8003,EQ-2006,B01,2026-05-11,Emergency Repair,Warrant Officer,8,"Radiator Core, Coolant",21849,1
ML-8004,EQ-2006,B01,2026-03-28,Routine Preventive,Sergeant,16,"Alternator, Belt Drive",25872,1
ML-8005,EQ-2007,B02,2026-05-29,Pre-Mission Inspection,Naik Mech,12,"Brake Pads, Hydraulic Line",36285,1
ML-8006,EQ-2007,B02,2026-03-24,Pre-Mission Inspection,Warrant Officer,24,"Sensors, Wiring Harness",46642,1
ML-8007,EQ-2008,B06,2026-05-29,Oil & Filter Overhaul,Naik Mech,24,"Oil Filter, Gaskets",31930,1
ML-8008,EQ-2008,B06,2026-03-14,Corrective Repair,Subedar Tech,48,"Injector Nozzle, Fuel Filter",39572,7
ML-8009,EQ-2009,B05,2026-05-11,Pre-Mission Inspection,Subedar Tech,24,"Oil Filter, Gaskets",67099,1
ML-8010,EQ-2009,B05,2026-02-13,Emergency Repair,Naik Mech,12,"Oil Filter, Gaskets",46772,2
ML-8011,EQ-2010,B02,2026-05-24,Emergency Repair,Naik Mech,24,"Injector Nozzle, Fuel Filter",46531,1
ML-8012,EQ-2010,B02,2026-02-18,Emergency Repair,Subedar Tech,8,"Injector Nozzle, Fuel Filter",60663,5
ML-8013,EQ-2010,B02,2025-11-20,Corrective Repair,Subedar Tech,8,"Injector Nozzle, Fuel Filter",60551,5
ML-8014,EQ-2010,B02,2025-08-26,Routine Preventive,Naik Mech,16,"Injector Nozzle, Fuel Filter",43860,1
ML-8015,EQ-2011,B06,2026-06-25,Corrective Repair,Warrant Officer,16,"Oil Filter, Gaskets",26794,5
ML-8016,EQ-2011,B06,2026-05-13,Emergency Repair,Naik Mech,12,"Alternator, Belt Drive",25590,7
ML-8017,EQ-2012,B01,2026-06-18,Routine Preventive,Naik Mech,24,"Starter Motor, Battery",12997,1
ML-8018,EQ-2012,B01,2026-04-21,Corrective Repair,Warrant Officer,24,"Radiator Core, Coolant",15509,3
ML-8019,EQ-2012,B01,2026-02-11,Routine Preventive,Naik Mech,4,"Radiator Core, Coolant",13729,1
ML-8020,EQ-2013,B01,2026-05-09,Routine Preventive,Subedar Tech,6,"Oil Filter, Gaskets",54073,1
ML-8021,EQ-2013,B01,2026-02-21,Emergency Repair,Warrant Officer,12,"Tire Assembly, Hub Bearing",48100,3
ML-8022,EQ-2014,B04,2026-06-06,Pre-Mission Inspection,Subedar Tech,4,"Injector Nozzle, Fuel Filter",15206,1
ML-8023,EQ-2014,B04,2026-04-08,Corrective Repair,Subedar Tech,16,"Alternator, Belt Drive",16508,3
ML-8024,EQ-2014,B04,2026-02-10,Emergency Repair,Havildar Tech,48,"Sensors, Wiring Harness",13926,2
ML-8025,EQ-2014,B04,2025-12-09,Oil & Filter Overhaul,Havildar Tech,12,"Radiator Core, Coolant",14310,1
ML-8026,EQ-2015,B06,2026-06-09,Routine Preventive,Naik Mech,16,"Alternator, Belt Drive",46172,1
ML-8027,EQ-2015,B06,2026-03-06,Routine Preventive,Sergeant,12,"Sensors, Wiring Harness",37495,1
ML-8028,EQ-2015,B06,2025-12-31,Pre-Mission Inspection,Warrant Officer,12,"Oil Filter, Gaskets",41454,1
ML-8029,EQ-2016,B04,2026-06-03,Oil & Filter Overhaul,Sergeant,6,"Alternator, Belt Drive",40996,1
ML-8030,EQ-2016,B04,2026-03-19,Emergency Repair,Warrant Officer,12,"Radiator Core, Coolant",47355,1
ML-8031,EQ-2017,B03,2026-06-05,Oil & Filter Overhaul,Warrant Officer,24,"Radiator Core, Coolant",10663,1
ML-8032,EQ-2017,B03,2026-04-08,Routine Preventive,Subedar Tech,12,"Starter Motor, Battery",15119,1
ML-8033,EQ-2017,B03,2026-02-08,Routine Preventive,Naik Mech,12,"Brake Pads, Hydraulic Line",17280,1
ML-8034,EQ-2018,B02,2026-06-06,Routine Preventive,Havildar Tech,16,"Tire Assembly, Hub Bearing",44458,1
ML-8035,EQ-2018,B02,2026-03-26,Routine Preventive,Warrant Officer,16,"Oil Filter, Gaskets",30215,1
ML-8036,EQ-2018,B02,2026-01-04,Emergency Repair,Warrant Officer,8,"Alternator, Belt Drive",38606,2
ML-8037,EQ-2019,B04,2026-07-24,Corrective Repair,Subedar Tech,6,"Alternator, Belt Drive",64640,1
ML-8038,EQ-2019,B04,2026-06-21,Corrective Repair,Subedar Tech,16,"Oil Filter, Gaskets",55652,7
ML-8039,EQ-2020,B02,2026-07-11,Routine Preventive,Warrant Officer,12,"Sensors, Wiring Harness",86365,1
ML-8040,EQ-2020,B02,2026-06-19,Routine Preventive,Naik Mech,16,"Radiator Core, Coolant",81396,1
ML-8041,EQ-2020,B02,2026-05-16,Pre-Mission Inspection,Naik Mech,6,"Tire Assembly, Hub Bearing",53269,1
ML-8042,EQ-2020,B02,2026-04-08,Routine Preventive,Sergeant,8,"Starter Motor, Battery",68424,1
ML-8043,EQ-2021,B01,2026-06-07,Routine Preventive,Havildar Tech,6,"Starter Motor, Battery",12864,1
ML-8044,EQ-2021,B01,2026-04-10,Emergency Repair,Warrant Officer,4,"Radiator Core, Coolant",14126,5
ML-8045,EQ-2022,B06,2026-05-09,Routine Preventive,Naik Mech,6,"Starter Motor, Battery",57280,1
ML-8046,EQ-2022,B06,2026-02-11,Pre-Mission Inspection,Warrant Officer,12,"Tire Assembly, Hub Bearing",41142,1
ML-8047,EQ-2022,B06,2025-11-23,Oil & Filter Overhaul,Sergeant,24,"Injector Nozzle, Fuel Filter",56498,1
ML-8048,EQ-2023,B03,2026-05-31,Oil & Filter Overhaul,Naik Mech,8,"Injector Nozzle, Fuel Filter",47086,1
ML-8049,EQ-2023,B03,2026-03-13,Routine Preventive,Sergeant,16,"Oil Filter, Gaskets",41142,1
ML-8050,EQ-2023,B03,2025-12-30,Routine Preventive,Subedar Tech,48,"Brake Pads, Hydraulic Line",46632,1
ML-8051,EQ-2024,B05,2026-05-19,Pre-Mission Inspection,Naik Mech,6,"Brake Pads, Hydraulic Line",54105,1
ML-8052,EQ-2024,B05,2026-02-16,Corrective Repair,Warrant Officer,24,"Oil Filter, Gaskets",52255,3
ML-8053,EQ-2024,B05,2025-11-10,Oil & Filter Overhaul,Subedar Tech,4,"Starter Motor, Battery",65961,1
ML-8054,EQ-2024,B05,2025-08-16,Pre-Mission Inspection,Sergeant,6,"Starter Motor, Battery",46152,1
ML-8055,EQ-2025,B01,2026-06-16,Emergency Repair,Havildar Tech,24,"Injector Nozzle, Fuel Filter",17468,5
ML-8056,EQ-2025,B01,2026-04-22,Corrective Repair,Sergeant,24,"Sensors, Wiring Harness",15197,5
ML-8057,EQ-2026,B04,2026-05-22,Pre-Mission Inspection,Subedar Tech,6,"Injector Nozzle, Fuel Filter",61828,1
ML-8058,EQ-2026,B04,2026-02-22,Corrective Repair,Naik Mech,24,"Injector Nozzle, Fuel Filter",61177,7
ML-8059,EQ-2027,B05,2026-06-16,Oil & Filter Overhaul,Warrant Officer,4,"Starter Motor, Battery",15890,1
ML-8060,EQ-2027,B05,2026-04-18,Emergency Repair,Warrant Officer,6,"Injector Nozzle, Fuel Filter",10817,2
ML-8061,EQ-2028,B02,2026-06-19,Emergency Repair,Subedar Tech,12,"Radiator Core, Coolant",16471,2
ML-8062,EQ-2028,B02,2026-04-16,Corrective Repair,Havildar Tech,4,"Injector Nozzle, Fuel Filter",13637,7
ML-8063,EQ-2028,B02,2026-02-19,Corrective Repair,Sergeant,16,"Tire Assembly, Hub Bearing",16475,7
ML-8064,EQ-2029,B06,2026-06-27,Emergency Repair,Subedar Tech,4,"Alternator, Belt Drive",24513,7
ML-8065,EQ-2029,B06,2026-05-23,Oil & Filter Overhaul,Naik Mech,12,"Starter Motor, Battery",28738,1
ML-8066,EQ-2030,B07,2026-06-19,Corrective Repair,Naik Mech,16,"Sensors, Wiring Harness",24773,7
ML-8067,EQ-2030,B07,2026-05-14,Routine Preventive,Sergeant,48,"Brake Pads, Hydraulic Line",21402,1
ML-8068,EQ-2030,B07,2026-04-01,Emergency Repair,Warrant Officer,4,"Oil Filter, Gaskets",27357,1
ML-8069,EQ-2030,B07,2026-02-23,Oil & Filter Overhaul,Warrant Officer,12,"Oil Filter, Gaskets",22811,1
ML-8070,EQ-2031,B04,2026-07-02,Emergency Repair,Subedar Tech,6,"Brake Pads, Hydraulic Line",31598,1
ML-8071,EQ-2031,B04,2026-05-20,Corrective Repair,Sergeant,8,"Injector Nozzle, Fuel Filter",32427,7
ML-8072,EQ-2031,B04,2026-04-04,Routine Preventive,Warrant Officer,24,"Alternator, Belt Drive",24974,1
ML-8073,EQ-2032,B01,2026-06-09,Pre-Mission Inspection,Subedar Tech,8,"Tire Assembly, Hub Bearing",15877,1
ML-8074,EQ-2032,B01,2026-04-14,Corrective Repair,Sergeant,48,"Brake Pads, Hydraulic Line",12381,7
ML-8075,EQ-2033,B05,2026-06-11,Routine Preventive,Subedar Tech,6,"Radiator Core, Coolant",14800,1
ML-8076,EQ-2033,B05,2026-04-24,Oil & Filter Overhaul,Sergeant,6,"Injector Nozzle, Fuel Filter",13905,1
ML-8077,EQ-2034,B01,2026-06-02,Oil & Filter Overhaul,Naik Mech,12,"Radiator Core, Coolant",37910,1
ML-8078,EQ-2034,B01,2026-03-07,Pre-Mission Inspection,Subedar Tech,8,"Injector Nozzle, Fuel Filter",39821,1
ML-8079,EQ-2034,B01,2025-12-25,Pre-Mission Inspection,Warrant Officer,6,"Oil Filter, Gaskets",29258,1
ML-8080,EQ-2034,B01,2025-10-07,Pre-Mission Inspection,Warrant Officer,4,"Alternator, Belt Drive",33662,1
ML-8081,EQ-2035,B05,2026-06-10,Pre-Mission Inspection,Havildar Tech,4,"Oil Filter, Gaskets",95074,1
ML-8082,EQ-2035,B05,2026-04-10,Pre-Mission Inspection,Naik Mech,8,"Tire Assembly, Hub Bearing",84084,1
ML-8083,EQ-2036,B04,2026-06-20,Emergency Repair,Naik Mech,12,"Oil Filter, Gaskets",25394,2
ML-8084,EQ-2036,B04,2026-05-13,Emergency Repair,Subedar Tech,4,"Alternator, Belt Drive",25395,1
ML-8085,EQ-2036,B04,2026-04-06,Corrective Repair,Warrant Officer,4,"Oil Filter, Gaskets",20488,7
ML-8086,EQ-2037,B04,2026-06-26,Corrective Repair,Havildar Tech,16,"Oil Filter, Gaskets",27800,5
ML-8087,EQ-2037,B04,2026-05-19,Emergency Repair,Subedar Tech,16,"Brake Pads, Hydraulic Line",25685,2
ML-8088,EQ-2037,B04,2026-04-02,Corrective Repair,Subedar Tech,16,"Brake Pads, Hydraulic Line",31411,2
ML-8089,EQ-2038,B03,2026-06-02,Routine Preventive,Havildar Tech,48,"Oil Filter, Gaskets",34328,1
ML-8090,EQ-2038,B03,2026-03-18,Oil & Filter Overhaul,Warrant Officer,16,"Tire Assembly, Hub Bearing",40482,1
ML-8091,EQ-2038,B03,2025-12-31,Emergency Repair,Warrant Officer,12,"Starter Motor, Battery",33992,1
ML-8092,EQ-2039,B02,2026-07-01,Emergency Repair,Sergeant,12,"Starter Motor, Battery",20680,7
ML-8093,EQ-2039,B02,2026-05-22,Oil & Filter Overhaul,Havildar Tech,16,"Oil Filter, Gaskets",32577,1
ML-8094,EQ-2039,B02,2026-03-26,Pre-Mission Inspection,Subedar Tech,8,"Sensors, Wiring Harness",33156,1
ML-8095,EQ-2039,B02,2026-02-18,Routine Preventive,Sergeant,48,"Injector Nozzle, Fuel Filter",20818,1
ML-8096,EQ-2040,B05,2026-06-26,Emergency Repair,Subedar Tech,4,"Injector Nozzle, Fuel Filter",26330,5
ML-8097,EQ-2040,B05,2026-05-20,Pre-Mission Inspection,Havildar Tech,4,"Injector Nozzle, Fuel Filter",27649,1
ML-8098,EQ-2040,B05,2026-04-05,Corrective Repair,Subedar Tech,48,"Radiator Core, Coolant",31613,7
ML-8099,EQ-2040,B05,2026-02-06,Pre-Mission Inspection,Subedar Tech,12,"Oil Filter, Gaskets",21244,1
ML-8100,EQ-2041,B01,2026-06-26,Oil & Filter Overhaul,Sergeant,48,"Alternator, Belt Drive",30318,1
ML-8101,EQ-2041,B01,2026-05-22,Routine Preventive,Havildar Tech,8,"Oil Filter, Gaskets",23976,1
ML-8102,EQ-2042,B05,2026-06-19,Oil & Filter Overhaul,Naik Mech,16,"Radiator Core, Coolant",15664,1
ML-8103,EQ-2042,B05,2026-04-11,Oil & Filter Overhaul,Sergeant,24,"Alternator, Belt Drive",16977,1
ML-8104,EQ-2043,B05,2026-06-22,Emergency Repair,Havildar Tech,24,"Starter Motor, Battery",29669,1
ML-8105,EQ-2043,B05,2026-05-15,Oil & Filter Overhaul,Sergeant,16,"Injector Nozzle, Fuel Filter",22875,1
ML-8106,EQ-2043,B05,2026-04-09,Emergency Repair,Havildar Tech,24,"Tire Assembly, Hub Bearing",30908,7
ML-8107,EQ-2044,B02,2026-07-09,Pre-Mission Inspection,Warrant Officer,6,"Tire Assembly, Hub Bearing",26179,1
ML-8108,EQ-2044,B02,2026-05-22,Routine Preventive,Warrant Officer,6,"Radiator Core, Coolant",26195,1
ML-8109,EQ-2044,B02,2026-04-01,Corrective Repair,Sergeant,24,"Tire Assembly, Hub Bearing",22755,7
ML-8110,EQ-2045,B07,2026-07-01,Emergency Repair,Havildar Tech,6,"Radiator Core, Coolant",32092,3
ML-8111,EQ-2045,B07,2026-05-13,Routine Preventive,Naik Mech,16,"Injector Nozzle, Fuel Filter",31051,1
ML-8112,EQ-2045,B07,2026-03-28,Oil & Filter Overhaul,Subedar Tech,12,"Brake Pads, Hydraulic Line",28588,1
ML-8113,EQ-2046,B01,2026-06-04,Emergency Repair,Sergeant,6,"Brake Pads, Hydraulic Line",80607,3
ML-8114,EQ-2046,B01,2026-04-18,Pre-Mission Inspection,Warrant Officer,24,"Injector Nozzle, Fuel Filter",87908,1
ML-8115,EQ-2047,B07,2026-05-13,Corrective Repair,Warrant Officer,8,"Radiator Core, Coolant",48630,1
ML-8116,EQ-2047,B07,2026-02-14,Oil & Filter Overhaul,Subedar Tech,12,"Oil Filter, Gaskets",43945,1
ML-8117,EQ-2047,B07,2025-11-11,Routine Preventive,Sergeant,6,"Radiator Core, Coolant",41021,1
ML-8118,EQ-2047,B07,2025-08-16,Oil & Filter Overhaul,Havildar Tech,48,"Alternator, Belt Drive",54834,1
ML-8119,EQ-2048,B01,2026-06-06,Routine Preventive,Sergeant,12,"Radiator Core, Coolant",16623,1
ML-8120,EQ-2048,B01,2026-04-19,Pre-Mission Inspection,Subedar Tech,16,"Alternator, Belt Drive",13888,1
ML-8121,EQ-2048,B01,2026-02-18,Corrective Repair,Subedar Tech,6,"Tire Assembly, Hub Bearing",11085,3
ML-8122,EQ-2049,B06,2026-05-18,Oil & Filter Overhaul,Warrant Officer,6,"Injector Nozzle, Fuel Filter",44790,1
ML-8123,EQ-2049,B06,2026-02-23,Routine Preventive,Havildar Tech,16,"Brake Pads, Hydraulic Line",60374,1
ML-8124,EQ-2049,B06,2025-11-18,Pre-Mission Inspection,Warrant Officer,4,"Injector Nozzle, Fuel Filter",54739,1
ML-8125,EQ-2050,B01,2026-07-06,Routine Preventive,Havildar Tech,16,"Starter Motor, Battery",26835,1
ML-8126,EQ-2050,B01,2026-05-09,Oil & Filter Overhaul,Sergeant,8,"Oil Filter, Gaskets",31642,1
ML-8127,EQ-2050,B01,2026-04-09,Corrective Repair,Naik Mech,8,"Oil Filter, Gaskets",27613,3
